id,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
815065,2,3,2,4,2,4,1,4,2,5,5,1,5,1,3,4,4,4,4,5,1,4,2,3,2,4,2,4,3,3,4,5,3,4,2,5,4,3,2,2,3,4,5,2,3,2,2,3,5,3
363268,1,4,3,3,2,2,2,5,3,2,5,5,4,3,2,1,2,1,1,2,4,3,1,4,3,4,2,3,4,3,3,2,4,3,2,4,3,3,3,4,2,3,5,2,3,1,3,1,5,4
900437,2,3,5,4,3,2,4,5,2,2,2,4,3,3,1,1,2,1,2,2,5,3,3,2,5,1,4,4,2,3,4,1,4,2,3,1,5,1,4,3,4,2,2,3,3,3,5,4,4,3
890260,3,3,4,4,4,4,3,4,4,3,2,3,4,3,4,1,4,2,1,4,4,5,4,2,4,2,4,4,2,3,2,2,3,1,2,2,3,3,2,4,2,4,4,1,4,2,3,1,4,5
646833,2,5,4,2,5,2,5,4,2,3,2,4,4,2,1,1,2,1,1,1,2,3,1,4,2,4,2,4,2,4,5,1,5,1,4,1,4,1,4,4,5,1,4,1,4,2,5,5,5,4
617956,4,4,4,4,4,3,3,4,2,3,2,4,4,3,2,1,2,2,2,3,4,5,5,5,4,5,3,5,5,4,4,2,5,2,4,3,4,3,4,3,3,3,4,3,4,2,4,3,4,5
502525,2,4,1,4,2,2,1,4,4,4,3,4,2,4,5,2,1,1,4,1,4,1,5,2,4,1,1,2,4,1,4,2,4,2,4,2,4,2,2,4,5,1,5,1,3,1,5,5,5,5
529319,1,3,2,4,3,3,1,1,1,5,3,2,4,5,1,3,4,2,4,1,4,3,1,5,3,4,2,4,3,4,5,2,2,1,2,2,5,1,4,3,3,3,2,2,4,4,3,3,3,2
480653,2,5,3,5,2,2,2,4,3,5,2,5,3,2,1,1,3,1,4,3,1,4,1,5,2,4,3,4,5,2,3,2,4,2,3,1,5,3,4,4,5,3,4,3,5,1,5,3,5,5
726035,3,1,4,1,5,2,4,1,5,3,4,5,4,4,2,3,4,3,3,2,1,5,3,5,2,5,1,5,5,5,5,5,5,1,5,4,5,1,5,5,3,1,5,1,5,1,5,4,4,5
692105,4,3,4,2,4,2,4,4,2,2,3,3,4,3,2,3,4,4,2,2,2,5,2,4,2,4,2,4,4,4,3,5,2,4,2,5,3,2,2,3,4,1,4,2,4,2,4,4,5,4
19255,3,5,1,5,2,5,1,5,1,5,5,1,5,1,3,1,5,3,1,5,5,2,4,2,5,2,3,3,3,2,5,5,4,1,5,2,4,2,4,5,5,1,2,1,4,1,5,5,5,4
124019,4,3,3,5,4,3,5,5,3,3,4,2,5,1,2,4,1,4,4,5,2,5,1,5,2,2,1,5,3,3,5,2,5,3,1,4,5,2,4,4,4,5,5,3,3,2,5,2,4,3
888504,4,5,3,5,4,4,1,5,1,5,2,5,4,5,1,1,1,1,1,2,4,3,3,3,4,5,5,4,3,3,1,5,4,4,1,5,3,3,1,3,1,2,5,1,3,3,5,1,5,3
164017,1,3,2,4,1,3,1,4,2,5,2,4,3,3,2,1,1,1,2,2,2,3,1,4,1,4,2,4,3,4,3,4,4,4,1,3,2,2,2,4,2,3,3,4,2,3,4,1,4,3
685401,3,3,2,3,2,3,2,2,4,3,5,4,3,3,3,5,5,5,4,3,4,3,3,4,2,5,3,5,5,2,2,1,2,2,1,2,1,3,1,3,4,5,5,1,5,1,3,5,3,5
696669,4,3,2,4,2,4,2,5,1,4,4,4,4,3,2,2,4,4,3,3,1,4,3,4,1,5,2,5,5,4,3,4,3,3,3,4,4,4,4,3,3,2,3,2,4,2,5,2,4,4
571118,3,3,4,3,3,3,2,3,3,4,4,3,5,3,3,3,4,3,3,3,1,4,1,5,5,5,2,5,5,5,5,2,5,2,4,3,5,1,5,4,3,3,4,3,3,4,3,2,5,3
864006,5,5,3,5,5,5,5,5,5,3,1,5,1,3,5,1,1,1,5,1,1,5,5,1,5,1,5,1,1,5,5,1,5,1,5,1,5,5,5,3,5,1,5,5,5,5,5,5,1,5
697359,1,4,1,5,3,2,2,4,2,4,4,4,4,1,1,4,4,4,3,5,2,2,1,4,1,4,2,5,4,4,5,1,3,1,5,1,5,4,5,4,3,1,5,1,4,1,1,3,5,5
237256,3,3,3,4,5,1,3,5,2,4,1,5,2,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,3,5,5,1,5,1,5,5,5,1,5,5,4,3,1,1,4,4,4,3,5,4
851984,5,1,5,1,5,1,5,1,5,1,5,3,4,1,3,4,4,3,3,1,2,5,2,4,3,4,2,3,4,5,4,4,3,5,2,4,3,3,2,4,4,2,5,1,4,2,5,4,3,4
184756,3,2,4,3,4,3,4,3,5,4,2,5,4,3,3,3,4,4,2,3,1,4,3,5,2,3,2,4,5,4,3,2,3,3,3,4,4,3,3,3,4,2,5,2,5,1,5,4,5,4
839598,1,5,1,5,1,5,1,5,1,5,1,5,1,1,2,2,1,1,2,4,2,2,1,5,2,5,2,4,5,4,1,5,2,5,2,5,2,4,2,2,4,2,4,1,5,1,5,4,5,4
842231,1,1,1,1,1,1,1,1,4,3,5,1,5,3,1,5,2,2,5,2,2,2,4,5,2,1,4,4,4,4,5,1,1,5,1,1,4,4,1,5,5,5,4,1,4,1,5,5,5,5
122892,3,4,4,2,4,2,4,3,3,3,2,5,3,4,5,2,3,2,2,2,1,5,2,5,1,4,1,5,5,3,2,5,3,5,1,5,1,3,2,2,5,1,5,1,3,1,4,4,5,5
893473,5,1,4,2,5,1,5,2,5,1,4,3,4,1,3,4,3,3,4,3,1,5,2,5,2,4,2,4,4,4,2,4,4,4,1,5,3,1,3,4,5,2,4,1,3,1,4,4,5,5
885273,3,2,4,4,4,2,2,4,3,4,4,3,5,2,3,4,5,4,3,4,1,5,1,5,1,5,2,4,5,4,4,4,4,4,3,4,5,2,4,4,5,2,5,1,5,1,4,4,4,5
207982,4,2,3,1,4,1,5,4,5,2,4,3,4,1,4,3,4,3,3,3,3,4,2,4,2,4,1,4,4,3,1,4,2,4,2,5,2,4,1,2,5,2,5,4,4,5,4,5,4,5
405034,3,1,4,1,4,1,3,1,5,4,5,4,4,4,3,2,2,3,4,1,5,5,2,5,1,5,3,5,5,5,4,1,4,2,4,1,4,1,5,2,3,3,5,3,3,2,3,2,4,5
113253,4,2,5,2,5,1,5,3,3,2,2,4,3,3,1,2,2,1,1,2,1,5,1,5,1,5,1,5,5,5,3,3,4,3,3,3,4,3,3,3,5,1,4,1,4,2,5,4,5,4
785964,2,3,2,3,2,3,1,4,2,5,5,2,5,1,4,5,4,4,3,4,1,4,2,4,2,5,2,3,4,4,4,5,5,4,1,5,4,2,2,5,4,2,4,2,3,1,4,3,5,2
643122,2,3,3,5,2,4,2,5,3,4,3,3,4,3,3,3,4,3,3,3,3,4,4,4,3,4,3,4,4,3,2,2,5,4,2,4,4,4,2,4,4,3,3,3,2,4,4,3,4,2
506354,2,2,4,2,5,1,5,4,4,1,1,5,1,2,1,2,2,1,1,4,5,5,5,1,5,2,1,2,5,4,5,2,5,1,1,5,4,1,4,5,5,1,5,1,5,5,5,5,5,5
267648,2,3,3,4,3,1,2,4,2,4,4,3,5,1,5,5,2,1,4,4,1,5,1,5,2,5,1,4,5,3,3,4,5,2,2,2,3,2,3,3,5,1,5,1,5,1,5,4,5,5
64660,1,4,3,4,2,4,3,4,3,5,3,3,4,2,3,2,3,3,3,4,2,4,3,4,2,4,3,4,2,3,3,3,3,2,2,3,4,3,3,3,4,2,4,2,3,3,4,2,4,3
1006713,2,4,2,4,1,3,1,4,4,5,5,1,5,1,3,4,4,4,1,4,3,2,1,3,3,1,4,2,2,3,5,3,5,3,3,2,5,2,5,4,4,2,5,2,4,1,5,3,4,5
731998,2,4,5,4,4,4,2,3,4,4,4,5,4,1,4,4,4,4,4,4,2,3,4,4,5,4,4,3,4,3,4,2,4,4,5,1,4,2,4,4,4,3,4,2,4,3,3,4,2,3
31556,3,3,3,3,3,2,2,4,2,5,5,1,5,3,3,2,3,3,1,4,3,3,1,3,2,5,2,2,2,5,2,3,3,3,3,4,4,2,3,3,2,3,3,3,2,3,2,2,4,3
169814,4,3,4,2,4,2,4,2,3,3,2,4,4,4,3,3,3,3,2,2,1,3,1,3,2,3,2,4,4,3,4,2,3,1,3,2,3,2,4,3,4,3,5,3,4,2,4,4,3,3
765943,1,4,2,5,2,1,1,5,3,4,4,3,4,1,4,3,4,4,4,4,2,2,3,2,2,3,4,3,2,4,1,4,4,3,1,5,2,5,1,4,5,2,4,1,5,2,4,4,5,4
75909,1,2,2,1,4,1,2,2,4,3,4,1,5,1,5,4,4,5,3,4,2,4,1,4,2,2,3,4,4,4,5,1,5,1,5,1,5,1,4,4,5,1,3,1,5,2,5,5,5,5
709160,3,4,4,3,4,2,2,4,4,4,4,3,4,2,2,2,4,2,2,2,2,4,3,4,2,3,2,4,4,2,4,1,4,1,4,1,4,2,4,4,5,1,5,1,5,1,5,5,5,5
761807,3,5,3,3,2,5,3,3,2,4,2,1,4,3,3,3,2,2,3,3,2,3,1,3,1,2,3,4,3,3,4,1,5,1,3,2,4,3,4,3,2,3,3,3,4,1,4,2,3,4
535384,1,5,2,5,1,4,2,5,2,5,5,4,5,3,5,2,2,2,3,3,5,2,1,1,4,2,5,1,2,5,2,3,2,3,2,5,4,2,4,4,5,1,5,1,5,1,5,5,5,5
763037,1,3,3,4,4,3,2,3,3,5,4,4,4,3,4,3,1,2,3,2,2,4,1,4,2,5,2,3,4,2,2,3,4,3,2,2,3,2,2,4,5,2,5,2,4,1,4,4,2,4
62126,1,3,3,5,3,3,3,4,3,5,5,2,5,2,4,4,3,2,4,2,1,4,1,5,1,5,2,5,3,4,3,2,5,3,2,4,5,2,3,3,5,2,4,1,3,1,4,4,4,4
762081,3,3,3,4,3,3,3,3,3,2,5,3,4,4,3,3,3,3,2,2,2,2,4,4,3,3,3,3,3,2,2,3,4,4,3,3,3,3,3,2,4,3,4,4,3,3,3,3,2,2
69850,3,3,3,3,4,2,2,4,3,4,3,3,4,2,4,4,2,2,4,3,5,3,3,2,3,4,4,4,2,5,3,5,5,4,1,2,2,4,4,4,4,2,4,2,4,1,2,4,2,4
961779,2,3,3,3,3,4,4,4,3,3,3,2,4,3,3,3,3,3,4,3,4,3,3,4,2,4,3,4,4,4,3,3,4,3,2,2,4,3,2,3,2,2,4,3,4,2,4,2,3,3
265390,4,2,4,3,4,2,2,4,2,4,3,4,4,4,2,2,2,2,3,2,4,4,2,4,1,3,2,4,4,4,3,4,4,2,3,3,3,2,4,3,3,3,3,2,3,3,3,2,4,4
873225,1,3,3,3,3,3,1,1,2,1,2,5,5,2,2,4,4,5,4,4,3,3,1,5,2,2,5,4,5,5,4,1,2,1,3,1,4,1,4,2,1,3,5,1,3,1,3,1,4,3
442438,3,1,5,2,5,1,5,3,4,3,2,5,1,5,3,3,2,1,3,1,1,5,1,4,3,4,1,5,4,5,4,1,5,1,5,1,5,1,5,5,4,3,3,3,4,3,4,3,5,4
168729,2,2,2,4,4,2,2,4,2,4,4,2,5,1,2,4,3,4,4,4,1,5,1,4,1,4,1,3,4,2,4,2,4,3,1,4,4,3,3,5,4,2,4,1,4,2,5,3,4,4
482899,4,1,4,2,4,2,4,2,5,2,3,4,4,3,3,3,3,3,3,2,1,5,2,5,1,4,1,5,5,4,3,5,2,5,1,5,3,4,3,2,3,3,3,4,3,3,3,2,4,4
701643,2,1,3,2,4,1,2,2,4,4,4,2,4,3,3,2,4,3,1,2,2,4,2,3,1,2,2,2,2,4,2,4,2,2,1,4,2,2,1,3,4,1,4,1,4,2,4,4,4,5
283008,3,5,3,3,1,5,1,1,3,5,1,2,3,3,1,1,1,5,1,1,3,5,1,3,3,5,3,4,5,3,2,3,5,1,3,1,5,3,3,5,3,5,5,5,4,1,5,1,3,5
358985,4,1,4,2,4,2,4,3,3,2,1,5,3,3,2,3,2,2,4,1,3,4,2,4,1,4,2,3,4,3,2,3,3,3,3,4,3,3,2,3,3,2,3,2,4,2,4,3,2,4
63128,3,5,2,3,2,4,2,4,4,5,4,5,3,3,4,3,4,3,4,3,4,1,3,4,4,4,3,2,2,3,3,3,3,2,3,2,1,3,2,3,1,4,2,2,3,3,2,2,3,3
323316,4,5,4,5,3,5,5,5,4,5,2,4,5,4,2,4,3,5,3,2,5,3,1,4,1,5,4,4,5,2,4,1,4,2,4,4,5,3,4,5,3,3,4,4,3,5,5,2,5,5
58190,2,3,3,2,4,2,3,3,2,5,5,4,5,3,2,5,3,3,4,4,1,4,2,1,1,5,2,4,1,4,3,4,3,2,2,2,3,3,3,3,3,3,5,3,3,3,2,3,5,5
588255,2,3,4,4,3,2,3,1,3,3,4,2,5,1,4,3,2,2,4,1,3,4,3,3,3,1,3,3,4,4,4,2,4,2,4,2,4,1,4,3,4,2,3,1,4,2,4,4,4,3
567831,4,2,4,2,4,3,4,2,4,4,5,2,5,2,4,4,2,2,4,4,1,5,3,5,1,5,1,5,4,4,2,4,4,4,1,4,4,4,3,3,4,4,5,3,4,1,4,4,5,4
126014,2,2,4,4,3,1,5,4,4,4,2,2,2,2,2,2,3,3,3,3,1,4,3,5,1,4,1,4,5,5,3,4,5,3,2,3,4,2,4,3,4,1,4,1,4,1,4,4,5,5
500302,2,4,2,4,2,1,1,4,2,5,3,2,4,2,2,3,2,2,2,4,2,3,4,4,3,3,3,3,3,3,4,3,5,1,2,1,4,2,2,4,5,1,4,1,4,2,5,4,4,4
963761,2,4,3,2,3,4,3,4,2,4,2,4,2,5,2,2,2,2,2,2,4,3,3,2,4,2,4,2,3,3,4,1,4,1,4,1,4,2,4,4,3,2,3,4,4,3,4,4,2,4
614610,1,5,4,4,3,4,2,2,2,5,3,5,4,2,2,2,2,2,2,2,1,5,1,4,1,4,1,4,4,5,4,5,5,4,2,5,2,5,2,4,4,1,3,1,4,3,5,4,5,4
219160,5,1,4,1,5,1,5,2,5,4,2,2,2,2,2,4,5,5,5,1,3,4,5,3,3,2,2,3,3,3,1,3,3,3,1,5,2,4,2,2,1,2,4,3,3,2,4,1,2,3
287539,2,4,1,4,2,3,1,3,2,5,4,2,4,1,3,4,4,4,3,4,3,3,3,3,3,3,3,2,3,3,4,2,3,4,2,2,3,4,3,4,3,2,4,2,3,3,3,3,5,3
802135,1,4,1,5,1,5,1,5,1,5,1,4,4,5,5,1,1,1,2,1,2,1,2,4,5,4,5,5,2,2,1,4,2,2,1,5,2,2,1,2,1,1,1,1,4,4,4,1,4,2
947560,1,5,3,5,3,3,1,5,2,5,2,1,5,4,2,4,3,4,5,5,1,4,4,5,2,3,3,3,3,3,3,1,4,4,4,2,4,3,4,3,3,2,3,3,3,3,3,3,5,3
933529,1,5,2,4,1,4,1,5,1,5,4,2,5,1,5,2,3,4,2,5,3,4,4,4,3,3,3,3,4,2,2,3,4,3,1,1,4,4,1,3,4,1,5,1,4,2,4,4,5,2
94402,4,2,4,3,4,1,3,2,5,2,4,3,5,2,3,2,3,2,3,2,5,4,2,4,2,4,2,4,5,4,5,1,5,3,5,3,4,5,5,5,3,4,5,2,5,1,5,5,4,5
195546,3,1,5,1,5,1,5,3,5,1,1,5,1,1,1,1,1,1,1,1,5,5,1,1,5,1,1,3,1,5,5,1,5,1,5,5,5,1,5,5,5,1,5,1,5,1,5,5,5,5
901457,1,5,2,5,2,4,1,5,1,4,5,3,5,5,3,5,4,4,2,5,2,5,1,5,1,5,1,4,4,2,1,3,4,3,1,5,3,3,1,4,5,3,5,2,3,2,3,3,5,3
446141,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
362435,4,3,4,3,4,2,4,4,3,2,2,4,3,2,2,1,2,1,2,1,1,4,3,4,1,4,1,4,4,3,4,2,5,2,3,3,4,3,4,4,5,1,4,4,3,1,5,4,4,5
258,1,5,2,5,2,5,1,5,1,5,3,2,5,2,4,3,3,2,5,3,3,1,4,2,2,5,2,3,3,4,4,3,5,3,3,4,4,4,4,4,5,2,5,1,4,1,4,5,5,5
663440,3,5,1,5,1,4,4,4,5,5,5,3,5,1,4,4,5,5,5,5,4,1,5,5,5,4,4,4,5,2,1,5,3,5,2,5,5,5,1,4,5,3,5,3,3,2,5,5,5,4
380836,4,1,3,2,4,2,2,3,5,2,3,3,2,2,3,1,3,3,3,1,3,2,4,4,3,1,2,2,3,4,2,1,3,3,5,3,2,2,3,2,2,3,5,2,4,1,3,2,5,4
1002002,3,1,5,3,5,1,5,4,3,4,3,3,4,3,4,3,2,2,2,3,2,5,1,4,1,5,2,5,2,5,4,3,5,2,3,3,5,3,4,3,3,2,5,1,5,1,5,5,3,5
469504,1,3,4,4,2,3,1,4,3,4,2,5,3,3,2,1,3,4,1,3,2,4,1,4,2,5,1,4,3,4,4,3,5,1,4,4,5,1,4,4,4,1,4,2,4,1,4,2,5,4
620849,3,3,3,2,4,1,2,3,4,2,3,3,3,3,1,3,2,2,1,1,1,4,2,5,1,5,2,5,5,5,3,5,2,2,3,5,3,1,3,4,4,2,4,2,4,1,4,2,5,5
885241,2,3,4,3,4,4,3,4,3,3,3,3,3,3,3,3,2,2,4,2,4,4,1,4,2,4,4,4,4,3,3,3,5,3,2,3,4,4,4,3,3,2,4,2,3,2,3,3,5,5
150515,2,4,2,4,1,4,2,5,1,5,3,2,3,1,2,3,4,4,3,4,2,3,2,4,3,3,3,4,3,2,3,1,4,2,3,2,3,3,2,4,4,2,3,2,3,3,4,3,5,3
475505,1,5,2,5,2,1,1,5,1,5,4,2,5,2,2,1,4,1,2,4,1,5,2,5,1,5,1,5,5,5,4,1,5,1,1,2,5,1,2,5,5,1,5,1,5,1,5,4,5,4
392953,5,3,4,3,5,2,4,3,4,5,4,2,5,3,5,4,2,2,4,1,2,4,2,4,1,5,1,4,4,4,4,1,5,1,2,1,5,4,5,5,4,2,3,3,5,4,4,4,4,3
212800,5,1,5,5,5,1,5,1,5,5,4,3,3,1,5,5,1,1,1,3,4,4,4,5,3,5,5,4,5,5,1,5,3,5,1,5,1,3,1,5,4,3,5,1,5,1,5,3,5,5
246410,4,3,4,3,5,3,5,5,3,3,4,3,5,2,3,2,2,2,3,1,1,5,1,3,2,4,1,5,5,5,3,3,3,4,1,1,3,4,3,4,5,1,5,2,5,1,4,3,5,5
679517,4,1,5,1,5,1,5,3,3,1,3,4,4,4,1,2,2,1,1,2,1,5,1,5,1,5,1,5,5,4,3,3,4,2,3,1,4,1,4,4,4,1,4,1,4,1,4,3,5,3
233096,2,2,4,2,5,2,4,5,2,2,5,3,5,4,2,3,4,3,2,4,5,5,2,5,1,5,1,4,4,4,3,5,3,2,1,2,3,3,2,3,3,1,3,2,2,1,5,4,5,4
267205,4,1,2,4,2,1,5,4,3,5,5,1,5,1,3,5,5,5,5,5,4,5,5,2,1,4,3,4,4,4,4,5,2,5,1,5,2,5,3,3,2,3,5,2,2,2,3,4,5,4
208275,3,2,4,2,4,2,4,4,5,5,4,4,5,5,3,2,2,2,5,1,5,5,5,5,1,4,1,4,5,4,5,4,5,3,2,3,5,3,5,5,3,3,4,2,5,2,3,4,5,5
596351,3,1,5,1,5,1,2,2,4,2,2,5,5,2,2,1,3,3,2,3,1,2,1,4,1,5,1,4,3,3,4,3,5,1,3,1,5,1,5,4,5,1,4,1,3,1,5,3,4,4
724532,4,2,4,2,3,2,4,3,3,3,4,2,4,3,2,3,3,3,4,2,2,3,2,3,3,4,2,3,4,3,4,1,3,2,3,1,4,2,4,4,4,2,5,3,4,1,4,2,2,5
901853,3,2,3,4,3,2,2,2,4,5,2,4,5,4,1,4,3,2,5,2,4,4,5,2,5,2,4,4,4,2,4,2,4,2,2,1,5,3,3,4,5,2,4,4,5,1,5,4,4,5
231081,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
287021,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
28017,4,2,4,4,4,3,3,3,2,4,3,5,4,2,4,4,3,2,3,1,1,5,2,4,1,4,1,4,4,3,3,5,4,4,2,1,4,2,4,3,4,3,5,2,4,1,4,4,4,4
586639,4,1,5,1,5,1,5,3,4,2,4,2,5,2,2,3,3,2,2,3,1,5,2,5,1,3,1,4,4,5,3,3,4,4,2,3,5,2,4,3,4,2,3,2,3,3,4,4,2,4
378008,5,1,5,2,4,1,5,3,5,4,3,5,4,3,3,3,3,3,2,3,2,5,2,4,4,5,1,4,5,4,4,4,3,4,3,3,3,3,2,3,2,1,4,2,5,1,4,2,4,5
167768,3,2,4,3,4,2,3,4,3,4,4,3,4,3,4,4,4,4,3,3,1,4,1,4,1,1,2,4,4,4,2,4,4,3,5,4,2,1,3,5,4,4,4,2,4,1,5,4,4,4
724208,3,2,3,2,4,2,5,4,4,2,2,4,3,4,3,2,1,2,1,1,2,4,4,4,2,4,2,2,2,3,2,5,2,4,2,5,4,3,1,3,3,3,4,1,3,3,5,3,3,4
641628,3,3,3,3,4,2,4,3,3,3,4,2,4,2,3,1,2,2,2,4,1,4,1,4,3,4,3,3,4,5,2,4,5,2,1,4,5,2,2,4,5,1,4,1,4,1,5,4,5,5
1011601,4,1,4,5,4,2,2,5,2,2,5,1,5,2,2,4,5,5,4,4,1,4,1,5,1,5,2,5,5,5,4,5,4,4,1,1,2,3,2,4,5,1,4,2,4,2,5,3,5,5
510203,3,2,5,2,4,3,4,4,3,3,3,4,3,3,2,2,2,2,3,2,1,4,1,4,2,4,2,4,4,4,4,2,5,2,4,2,4,3,4,4,3,2,4,2,4,2,4,3,4,4
458057,4,3,4,4,5,2,4,4,2,4,4,4,5,3,4,3,2,2,4,2,1,5,1,5,2,5,2,4,4,4,5,5,4,5,1,4,4,3,3,3,4,1,4,3,4,3,4,2,5,4
630789,2,3,5,3,5,2,4,4,2,4,1,5,1,1,2,1,3,3,2,5,1,5,2,5,2,4,1,4,5,3,4,2,4,3,3,1,4,3,4,2,4,1,5,1,4,1,4,4,5,5
373883,1,5,2,5,1,5,2,5,5,5,4,4,5,2,3,5,5,5,5,1,5,5,1,4,3,4,3,5,5,3,5,1,5,1,4,1,5,1,5,1,1,5,3,3,4,3,5,1,1,2
210171,4,4,4,3,3,3,2,4,3,4,3,3,5,3,2,3,3,2,3,2,1,4,1,4,2,3,2,4,5,4,4,4,4,2,3,4,4,3,4,3,3,2,4,2,4,2,4,3,5,4
422251,1,5,2,5,1,4,1,5,1,5,4,4,4,3,3,4,3,2,2,2,2,4,1,4,3,5,4,2,4,2,3,3,3,2,4,2,4,2,4,3,4,2,4,1,4,2,4,4,5,5
486697,4,3,5,2,4,2,4,5,2,2,5,2,4,2,1,4,5,5,5,4,3,4,3,4,3,4,3,3,3,4,2,2,3,3,4,1,5,1,4,4,3,5,4,3,3,2,4,3,5,4
565186,2,4,2,4,2,2,3,5,2,5,2,2,4,4,2,1,2,2,2,4,2,2,1,4,4,3,2,4,4,4,4,1,5,2,4,1,4,1,3,5,5,2,4,2,4,1,5,4,4,4
4193,5,2,4,2,4,2,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2,4,4,4,2,4,2,4,4,4,4,2,5,3,2,2,4,4,3,3,4,2,2,2,4,4,4,3,2,4
1002854,4,2,5,1,5,2,5,2,4,2,2,3,4,3,4,2,2,1,2,3,3,5,5,4,3,4,2,5,5,5,5,1,5,1,5,4,5,1,4,5,3,1,4,1,4,2,4,4,5,5
42428,2,3,2,4,3,3,2,4,2,4,5,2,5,1,4,5,5,5,5,5,2,4,3,4,2,5,3,3,5,5,4,3,4,4,3,3,5,1,5,5,4,2,4,3,2,2,4,5,5,3
964381,3,2,3,2,3,3,3,3,5,4,3,4,5,3,2,3,4,3,3,3,2,4,1,3,2,2,2,3,4,3,4,4,2,2,2,4,3,3,3,3,5,4,5,4,5,1,5,5,5,5
438303,2,4,2,4,3,3,2,4,2,5,4,4,4,3,4,4,3,2,4,2,3,2,4,5,2,3,2,2,4,2,2,1,2,2,2,3,4,3,2,2,3,2,4,2,3,2,2,2,5,2
929009,3,5,4,3,2,3,2,4,3,4,3,3,4,3,2,1,1,1,2,2,4,4,2,4,2,3,2,4,3,4,2,3,5,2,2,2,4,3,2,4,3,1,3,1,5,1,3,2,5,4
965766,1,5,1,5,2,5,2,5,2,5,5,2,5,4,4,4,3,1,5,5,1,5,3,4,3,5,3,5,4,1,3,1,5,4,3,1,3,1,1,1,5,4,5,1,5,1,5,5,5,5
112802,1,4,2,5,3,3,2,5,2,5,5,2,4,2,3,5,5,5,5,3,2,4,2,5,3,3,3,3,3,3,4,2,4,5,4,5,5,2,5,4,4,2,5,2,4,3,4,3,5,3
553797,3,2,4,3,4,3,4,4,4,3,4,2,4,2,3,4,3,4,3,4,4,3,3,4,2,4,2,4,4,4,4,3,3,3,3,4,3,3,4,3,3,4,3,3,2,3,3,2,4,2
858609,5,5,2,3,3,2,2,4,4,4,3,4,4,4,1,2,1,1,3,2,2,4,2,5,2,5,2,1,5,5,4,2,4,3,5,1,1,1,2,5,2,1,5,1,5,1,5,2,5,5
914832,3,2,4,4,4,2,2,4,2,5,2,4,3,2,1,2,4,3,4,3,1,4,1,5,2,4,2,5,4,5,4,5,3,2,3,2,3,1,4,3,3,1,4,2,4,2,4,3,5,4
770378,1,4,3,4,1,4,1,5,1,5,4,2,4,2,3,2,3,2,2,4,2,4,1,4,2,4,2,3,4,3,4,3,4,2,3,2,4,2,2,2,4,2,3,2,4,2,4,3,4,3
415131,2,2,3,5,3,2,2,4,1,3,3,3,2,3,2,3,4,4,4,3,2,3,2,4,2,5,3,3,3,3,3,1,5,1,2,1,3,1,3,3,5,1,5,1,5,1,4,5,5,5
926003,1,4,2,5,1,2,1,4,2,5,2,4,2,4,4,2,2,1,3,1,3,2,4,2,4,2,4,2,2,3,5,2,4,1,4,1,5,1,5,4,3,3,3,4,4,2,4,3,3,3
721336,3,3,3,3,3,2,3,4,2,4,4,3,4,3,1,2,3,2,2,2,1,3,1,5,1,5,1,4,4,4,4,4,4,4,3,2,3,3,3,4,3,1,4,1,4,2,3,3,4,3
285888,3,3,5,3,3,2,4,3,3,1,1,5,1,2,3,1,1,3,1,2,2,2,3,2,3,2,3,3,2,2,2,3,3,1,3,1,4,3,3,2,2,4,3,3,3,3,4,3,1,1
710245,2,3,3,2,5,2,2,2,4,2,3,3,5,3,3,4,2,2,3,2,1,5,1,5,1,5,1,5,5,4,4,5,4,3,2,5,5,1,4,5,4,1,5,2,4,1,5,4,5,4
562688,3,4,3,3,4,4,3,3,4,3,3,4,3,2,4,3,4,4,3,2,3,4,2,4,2,4,4,3,4,4,4,3,3,2,4,2,1,2,2,3,4,2,4,2,4,2,4,2,4,4
242743,1,1,4,3,3,2,4,4,1,4,4,2,5,1,4,4,2,3,2,4,2,5,3,4,2,5,2,4,4,3,2,4,3,4,4,4,1,2,2,3,4,3,4,3,3,4,3,2,4,4
757835,1,5,1,5,1,3,1,5,3,5,5,1,5,3,1,2,1,1,3,3,4,3,2,2,5,3,5,1,5,3,5,1,5,3,3,1,5,3,5,5,5,3,5,1,5,1,4,5,5,5
